    Time   |  sec | Bryanraw|  Bryan |  Temp  |
 19: 2:36  | 13730 |   76.4  | 283.64 |  32.50 |
 19: 2:41  | 13735 |   76.3  | 283.67 |  32.50 |
 19: 2:46  | 13740 |   76.3  | 283.67 |  32.48 |
 19: 2:51  | 13745 |   76.3  | 283.70 |  32.53 |
 19: 2:56  | 13750 |   76.3  | 283.73 |  32.48 |
 19: 3: 1  | 13755 |   76.3  | 283.72 |  32.54 |
 19: 3: 6  | 13760 |   76.2  | 283.77 |  32.52 |
 19: 3:11  | 13765 |   76.3  | 283.73 |  32.52 |
 19: 3:16  | 13770 |   76.3  | 283.73 |  32.53 |
 19: 3:21  | 13775 |   76.2  | 283.75 |  32.53 |
 19: 3:26  | 13780 |   76.3  | 283.72 |  32.56 |
 19: 3:31  | 13785 |   76.3  | 283.72 |  32.61 |
 19: 3:36  | 13790 |   76.3  | 283.73 |  32.63 |
 19: 3:41  | 13795 |   76.3  | 283.74 |  32.64 |
 19: 3:46  | 13800 |   76.3  | 283.74 |  32.62 |
 19: 3:51  | 13805 |   76.3  | 283.74 |  32.59 |
 19: 3:56  | 13810 |   76.2  | 283.75 |  32.62 |
 19: 4: 1  | 13815 |   76.3  | 283.71 |  21.00 |
 19: 4: 6  | 13820 |   76.2  | 283.76 |  32.59 |
 19: 4:11  | 13825 |   76.2  | 283.78 |  32.65 |
 19: 4:16  | 13830 |   76.2  | 283.80 |  32.63 |
 19: 4:21  | 13835 |   76.2  | 283.81 |  32.56 |
 19: 4:26  | 13840 |   76.2  | 283.80 |  32.67 |
 19: 4:31  | 13845 |   76.2  | 283.84 |  32.64 |
 19: 4:36  | 13850 |   76.2  | 283.82 |  32.63 |
 19: 4:41  | 13855 |   76.2  | 283.82 |  32.62 |
 19: 4:46  | 13860 |   76.2  | 283.82 |  32.65 |
 19: 4:51  | 13865 |   76.2  | 283.84 |  32.70 |
 19: 4:56  | 13870 |   76.2  | 283.84 |  66.18 |
 19: 5: 1  | 13875 |   76.2  | 283.83 |  32.69 |
 19: 5: 6  | 13880 |   76.1  | 283.87 |  32.72 |
 19: 5:11  | 13885 |   76.1  | 283.88 |  32.73 |
 19: 5:16  | 13890 |   76.1  | 283.93 |  32.69 |
 19: 5:21  | 13895 |   76.1  | 283.93 |  32.72 |
 19: 5:26  | 13900 |   76.0  | 283.99 |  32.74 |
 19: 5:31  | 13905 |   76.0  | 284.01 |  32.74 |
 19: 5:36  | 13910 |   76.0  | 284.03 |  32.76 |
 19: 5:41  | 13915 |   76.0  | 284.03 |  32.75 |
 19: 5:46  | 13920 |   76.0  | 284.02 |  32.74 |
 19: 5:51  | 13925 |   76.0  | 284.03 |  32.77 |
 19: 5:56  | 13930 |   76.0  | 283.98 |  32.77 |
 19: 6: 1  | 13935 |   76.0  | 283.99 |  32.82 |
 19: 6: 6  | 13940 |   76.0  | 283.97 |  32.82 |
 19: 6:11  | 13945 |   76.0  | 283.97 |  32.80 |
 19: 6:16  | 13950 |   76.0  | 283.98 |  32.84 |
 19: 6:21  | 13955 |   76.0  | 283.99 |  32.86 |
 19: 6:26  | 13960 |   76.0  | 283.98 |  32.82 |
 19: 6:31  | 13965 |   76.1  | 283.93 |  32.88 |
 19: 6:36  | 13970 |   76.1  | 283.93 |  32.88 |
 19: 6:41  | 13975 |   76.0  | 283.95 |  32.87 |
 19: 6:46  | 13980 |   76.1  | 283.92 |  32.87 |
 19: 6:51  | 13985 |   76.1  | 283.90 |  32.94 |
 19: 6:56  | 13990 |   76.1  | 283.90 |  32.93 |
 19: 7: 1  | 13995 |   76.1  | 283.86 |  32.92 |
 19: 7: 6  | 14000 |   76.1  | 283.87 |  32.92 |
 19: 7:11  | 14005 |   76.1  | 283.86 |  32.91 |
 19: 7:16  | 14010 |   76.1  | 283.88 |  32.92 |
 19: 7:21  | 14015 |   76.1  | 283.92 |  32.94 |
 19: 7:26  | 14020 |   76.1  | 283.89 |  32.94 |
 19: 7:31  | 14025 |   76.1  | 283.94 |  32.97 |
 19: 7:36  | 14030 |   76.1  | 283.92 |  32.97 |
 19: 7:41  | 14035 |   76.1  | 283.89 |  33.03 |
 19: 7:46  | 14040 |   76.1  | 283.85 |  33.00 |
 19: 7:51  | 14045 |   76.2  | 283.81 |  32.97 |
 19: 7:56  | 14050 |   76.2  | 283.81 |  33.03 |
 19: 8: 1  | 14055 |   76.2  | 283.78 |  33.03 |
 19: 8: 6  | 14060 |   76.2  | 283.78 |  33.03 |
 19: 8:11  | 14065 |   76.2  | 283.77 |  33.04 |
 19: 8:16  | 14070 |   76.2  | 283.76 |  33.02 |
 19: 8:21  | 14075 |   76.2  | 283.78 |  33.07 |
 19: 8:26  | 14080 |   76.2  | 283.78 |  33.11 |
 19: 8:31  | 14085 |   76.2  | 283.81 |  33.04 |
 19: 8:36  | 14090 |   76.1  | 283.86 |  33.06 |
 19: 8:41  | 14095 |   76.2  | 283.81 |  33.06 |
 19: 8:46  | 14100 |   76.2  | 283.84 |  33.06 |
 19: 8:51  | 14105 |   76.1  | 283.85 |  33.12 |
 19: 8:56  | 14110 |   76.1  | 283.88 |  33.13 |
 19: 9: 1  | 14115 |   76.1  | 283.88 |  33.08 |
 19: 9: 6  | 14120 |   76.1  | 283.88 |  33.16 |
 19: 9:11  | 14125 |   76.1  | 283.85 |  33.16 |
 19: 9:16  | 14130 |   76.1  | 283.90 |  33.17 |
 19: 9:21  | 14135 |   76.1  | 283.88 |  33.16 |
 19: 9:26  | 14140 |   76.1  | 283.89 |  33.19 |
 19: 9:31  | 14145 |   76.1  | 283.88 |  33.24 |
 19: 9:36  | 14150 |   76.1  | 283.87 |  33.18 |
 19: 9:41  | 14155 |   76.1  | 283.88 |  33.23 |
 19: 9:46  | 14160 |   76.1  | 283.86 |  33.23 |
 19: 9:51  | 14165 |   76.1  | 283.89 |  33.26 |
 19: 9:56  | 14170 |   76.1  | 283.85 |  33.23 |
 19:10: 1  | 14175 |   76.1  | 283.85 |  33.33 |
 19:10: 6  | 14180 |   76.2  | 283.82 |  33.28 |
 19:10:11  | 14185 |   76.2  | 283.77 |  33.29 |
 19:10:16  | 14190 |   76.2  | 283.80 |  33.30 |
 19:10:21  | 14195 |   76.2  | 283.83 |  33.32 |
 19:10:26  | 14200 |   76.2  | 283.84 |  33.29 |
 19:10:31  | 14205 |   76.1  | 283.86 |  33.33 |
 19:10:36  | 14210 |   76.0  | 283.96 |  33.41 |
 19:10:41  | 14215 |   76.1  | 283.94 |  33.41 |
 19:10:46  | 14220 |   76.0  | 283.96 |  33.27 |
 19:10:51  | 14225 |   76.0  | 283.95 |  33.24 |
 19:10:56  | 14230 |   76.0  | 283.97 |  33.25 |
 19:11: 1  | 14235 |   76.0  | 284.00 |  33.23 |
 19:11: 6  | 14240 |   75.9  | 284.06 |  33.34 |
 19:11:11  | 14245 |   76.0  | 284.03 |  33.21 |
 19:11:16  | 14250 |   76.0  | 284.02 |  33.34 |
 19:11:21  | 14255 |   76.0  | 284.01 |  33.35 |
 19:11:26  | 14260 |   76.0  | 283.96 |  33.32 |
 19:11:31  | 14265 |   76.0  | 283.96 |  33.27 |
 19:11:36  | 14270 |   76.1  | 283.94 |  33.26 |
 19:11:41  | 14275 |   76.1  | 283.94 |  33.36 |
 19:11:46  | 14280 |   76.1  | 283.91 |  33.29 |
 19:11:51  | 14285 |   76.1  | 283.90 |  33.30 |
 19:11:56  | 14290 |   76.1  | 283.91 |  33.33 |
 19:12: 1  | 14295 |   76.1  | 283.90 |  33.27 |
 19:12: 6  | 14300 |   76.1  | 283.91 |  33.36 |
 19:12:11  | 14305 |   76.1  | 283.93 |  33.31 |
 19:12:16  | 14310 |   76.1  | 283.92 |  33.33 |
 19:12:21  | 14315 |   76.1  | 283.91 |  33.27 |
 19:12:26  | 14320 |   76.1  | 283.90 |  33.31 |
 19:12:31  | 14325 |   76.1  | 283.90 |  33.29 |
 19:12:36  | 14330 |   76.1  | 283.89 |  33.35 |
 19:12:41  | 14335 |   76.1  | 283.88 |  33.25 |
 19:12:46  | 14340 |   76.1  | 283.85 |  33.29 |
 19:12:51  | 14345 |   76.1  | 283.88 |  33.31 |
 19:12:56  | 14350 |   76.1  | 283.89 |  33.28 |
 19:13: 1  | 14355 |   76.1  | 283.90 |  33.26 |
 19:13: 6  | 14360 |   76.1  | 283.87 |  33.30 |
 19:13:11  | 14365 |   76.1  | 283.86 |  33.27 |
 19:13:16  | 14370 |   76.1  | 283.86 |  33.37 |
 19:13:21  | 14375 |   76.1  | 283.87 |  62.26 |
 19:13:26  | 14380 |   76.1  | 283.87 |  33.21 |
 19:13:31  | 14385 |   76.1  | 283.86 |  33.27 |
 19:13:36  | 14390 |   76.2  | 283.84 |  33.27 |
 19:13:41  | 14395 |   76.1  | 283.88 |  33.33 |
