    Time   |  sec | Bryanraw|  Bryan |  Temp  |
 15:13:46  |    0 |   66.4  | 293.61 |  41.61 |
 15:13:51  |    5 |   66.1  | 293.94 |  41.65 |
 15:13:56  |   10 |   65.9  | 294.13 |  41.71 |
 15:14: 1  |   15 |   65.9  | 294.14 |  41.66 |
 15:14: 6  |   20 |   65.8  | 294.15 |  41.71 |
 15:14:11  |   25 |   65.8  | 294.17 |  41.73 |
 15:14:16  |   30 |   65.8  | 294.15 |  41.70 |
 15:14:21  |   35 |   65.8  | 294.17 |  41.62 |
 15:14:26  |   40 |   65.8  | 294.19 |  41.62 |
 15:14:31  |   45 |   65.8  | 294.19 |  41.56 |
 15:14:36  |   50 |   65.9  | 294.11 |  41.57 |
 15:14:41  |   55 |   66.0  | 293.95 |  41.56 |
 15:14:46  |   60 |   66.2  | 293.78 |  41.64 |
 15:14:51  |   65 |   66.4  | 293.62 |  41.63 |
 15:14:56  |   70 |   66.6  | 293.44 |  41.64 |
 15:15: 1  |   75 |   66.6  | 293.39 |  41.67 |
 15:15: 6  |   80 |   66.7  | 293.28 |  41.64 |
 15:15:11  |   85 |   66.7  | 293.32 |  41.68 |
 15:15:16  |   90 |   66.7  | 293.26 |  41.67 |
 15:15:21  |   95 |   66.8  | 293.19 |  21.00 |
 15:15:26  |  100 |   66.8  | 293.18 |  41.68 |
 15:15:31  |  105 |   66.9  | 293.10 |  41.73 |
 15:15:36  |  110 |   66.9  | 293.08 |  41.69 |
 15:15:41  |  115 |   66.9  | 293.11 |  41.69 |
 15:15:46  |  120 |   66.9  | 293.14 |  41.70 |
 15:15:51  |  125 |   66.9  | 293.10 |  41.67 |
 15:15:56  |  130 |   66.9  | 293.14 |  41.73 |
 15:16: 1  |  135 |   66.9  | 293.14 |  41.65 |
 15:16: 6  |  140 |   66.9  | 293.11 |  41.70 |
 15:16:11  |  145 |   66.9  | 293.09 |  22.53 |
 15:16:16  |  150 |   66.9  | 293.11 |  41.68 |
 15:16:21  |  155 |   66.9  | 293.11 |  41.68 |
 15:16:26  |  160 |   67.0  | 293.04 |  41.73 |
 15:16:31  |  165 |   66.9  | 293.06 |  41.71 |
 15:16:36  |  170 |   67.0  | 293.02 |  41.68 |
 15:16:41  |  175 |   66.9  | 293.07 |  41.69 |
 15:16:46  |  180 |   66.9  | 293.08 |  41.68 |
 15:16:51  |  185 |   66.9  | 293.07 |  41.69 |
 15:16:56  |  190 |   66.9  | 293.05 |  41.67 |
 15:17: 1  |  195 |   66.9  | 293.05 |  41.65 |
 15:17: 6  |  200 |   66.9  | 293.08 |  41.66 |
 15:17:11  |  205 |   67.0  | 293.03 |  41.63 |
 15:17:16  |  210 |   66.9  | 293.07 |  41.66 |
 15:17:21  |  215 |   67.0  | 293.02 |  41.63 |
 15:17:26  |  220 |   66.9  | 293.06 |  41.61 |
 15:17:31  |  225 |   67.0  | 292.99 |  41.62 |
 15:17:36  |  230 |   66.9  | 293.05 |  41.59 |
 15:17:41  |  235 |   67.0  | 293.03 |  41.63 |
 15:17:46  |  240 |   66.9  | 293.08 |  41.62 |
 15:17:51  |  245 |   66.9  | 293.07 |  41.60 |
 15:17:56  |  250 |   67.0  | 293.02 |  41.61 |
 15:18: 1  |  255 |   66.9  | 293.07 |  41.57 |
 15:18: 6  |  260 |   67.0  | 293.02 |  41.56 |
 15:18:11  |  265 |   67.0  | 293.00 |  41.54 |
 15:18:16  |  270 |   67.0  | 292.99 |  41.53 |
 15:18:21  |  275 |   67.0  | 292.97 |  41.55 |
 15:18:26  |  280 |   67.0  | 292.97 |  41.52 |
 15:18:31  |  285 |   67.1  | 292.94 |  41.53 |
 15:18:36  |  290 |   67.0  | 292.97 |  41.52 |
 15:18:41  |  295 |   67.0  | 293.02 |  41.54 |
 15:18:46  |  300 |   67.0  | 292.96 |  41.49 |
 15:18:51  |  305 |   67.0  | 292.98 |  41.51 |
 15:18:56  |  310 |   67.0  | 292.99 |  41.50 |
 15:19: 1  |  315 |   67.0  | 293.03 |  41.48 |
 15:19: 6  |  320 |   67.0  | 293.00 |  64.45 |
 15:19:11  |  325 |   67.0  | 292.98 |  41.42 |
 15:19:16  |  330 |   67.0  | 292.99 |  41.41 |
 15:19:21  |  335 |   67.0  | 293.01 |  41.40 |
 15:19:26  |  340 |   67.1  | 292.91 |  41.39 |
 15:19:31  |  345 |   67.1  | 292.91 |  41.37 |
 15:19:36  |  350 |   67.1  | 292.94 |  41.41 |
 15:19:41  |  355 |   67.1  | 292.93 |  41.43 |
 15:19:46  |  360 |   67.1  | 292.91 |  41.38 |
 15:19:51  |  365 |   67.1  | 292.93 |  41.39 |
 15:19:56  |  370 |   67.0  | 292.96 |  41.34 |
 15:20: 1  |  375 |   67.0  | 292.98 |  41.37 |
 15:20: 6  |  380 |   67.1  | 292.93 |  41.34 |
 15:20:11  |  385 |   67.0  | 292.97 |  41.29 |
 15:20:16  |  390 |   67.1  | 292.94 |  41.31 |
 15:20:21  |  395 |   67.0  | 293.02 |  41.30 |
 15:20:26  |  400 |   67.0  | 292.99 |  41.28 |
 15:20:31  |  405 |   67.0  | 292.95 |  41.25 |
 15:20:36  |  410 |   67.1  | 292.94 |  41.24 |
 15:20:41  |  415 |   67.1  | 292.91 |  41.22 |
 15:20:46  |  420 |   67.1  | 292.91 |  41.24 |
 15:20:51  |  425 |   67.0  | 292.95 |  41.25 |
 15:20:56  |  430 |   67.1  | 292.88 |  41.22 |
 15:21: 1  |  435 |   67.1  | 292.87 |  41.23 |
 15:21: 6  |  440 |   67.2  | 292.84 |  41.13 |
 15:21:11  |  445 |   67.2  | 292.83 |  41.19 |
 15:21:16  |  450 |   67.1  | 292.87 |  41.20 |
 15:21:21  |  455 |   67.2  | 292.83 |  41.13 |
 15:21:26  |  460 |   67.1  | 292.89 |  41.10 |
 15:21:31  |  465 |   67.2  | 292.78 |  41.07 |
 15:21:36  |  470 |   67.2  | 292.78 |  41.13 |
 15:21:41  |  475 |   67.3  | 292.69 |  41.09 |
 15:21:46  |  480 |   67.3  | 292.67 |  41.06 |
 15:21:51  |  485 |   67.3  | 292.66 |  41.10 |
 15:21:56  |  490 |   67.4  | 292.64 |  40.97 |
 15:22: 1  |  495 |   67.4  | 292.60 |  41.04 |
 15:22: 6  |  500 |   67.4  | 292.56 |  41.05 |
 15:22:11  |  505 |   67.4  | 292.55 |  41.03 |
 15:22:16  |  510 |   67.4  | 292.58 |  41.00 |
 15:22:21  |  515 |   67.4  | 292.60 |  40.97 |
 15:22:26  |  520 |   67.3  | 292.71 |  40.98 |
 15:22:31  |  525 |   67.3  | 292.65 |  40.99 |
 15:22:36  |  530 |   67.3  | 292.70 |  40.87 |
 15:22:41  |  535 |   67.4  | 292.63 |  40.86 |
 15:22:46  |  540 |   67.4  | 292.63 |  40.88 |
 15:22:51  |  545 |   67.4  | 292.61 |  40.91 |
 15:22:56  |  550 |   67.4  | 292.56 |  40.83 |
 15:23: 1  |  555 |   67.4  | 292.61 |  40.79 |
 15:23: 6  |  560 |   67.4  | 292.59 | 216.52 |
 15:23:11  |  565 |   67.4  | 292.63 |  40.79 |
 15:23:16  |  570 |   67.4  | 292.57 |  40.74 |
 15:23:21  |  575 |   67.4  | 292.61 |  40.77 |
 15:23:26  |  580 |   67.4  | 292.57 |  40.74 |
 15:23:31  |  585 |   67.4  | 292.62 |  40.79 |
 15:23:36  |  590 |   67.4  | 292.57 |  40.75 |
 15:23:41  |  595 |   67.4  | 292.63 |  40.73 |
 15:23:46  |  600 |   67.4  | 292.64 |  40.65 |
 15:23:51  |  605 |   67.4  | 292.63 |  23.30 |
 15:23:56  |  610 |   67.3  | 292.65 |  40.71 |
 15:24: 1  |  615 |   67.4  | 292.61 |  40.65 |
 15:24: 6  |  620 |   67.4  | 292.62 |  40.62 |
 15:24:11  |  625 |   67.4  | 292.57 |  21.00 |
 15:24:16  |  630 |   67.5  | 292.52 |  40.64 |
 15:24:21  |  635 |   67.5  | 292.51 |  40.61 |
 15:24:26  |  640 |   67.6  | 292.42 |  40.59 |
 15:24:31  |  645 |   67.5  | 292.47 |  40.50 |
 15:24:36  |  650 |   67.6  | 292.43 |  40.53 |
 15:24:41  |  655 |   67.5  | 292.52 |  40.55 |
 15:24:46  |  660 |   67.5  | 292.50 |  40.51 |
 15:24:51  |  665 |   67.5  | 292.48 |  40.47 |
 15:24:56  |  670 |   67.5  | 292.45 |  48.65 |
 15:25: 1  |  675 |   67.6  | 292.41 |  21.77 |
 15:25: 6  |  680 |   67.6  | 292.42 |  40.41 |
 15:25:11  |  685 |   67.6  | 292.41 |  40.45 |
 15:25:16  |  690 |   67.5  | 292.46 |  40.39 |
 15:25:21  |  695 |   67.5  | 292.47 |  40.38 |
 15:25:26  |  700 |   67.5  | 292.52 |  40.28 |
 15:25:31  |  705 |   67.5  | 292.47 |  40.29 |
 15:25:36  |  710 |   67.5  | 292.50 |  40.26 |
 15:25:41  |  715 |   67.6  | 292.44 |  40.24 |
 15:25:46  |  720 |   67.6  | 292.42 |  40.21 |
 15:25:51  |  725 |   67.6  | 292.37 |  40.24 |
 15:25:56  |  730 |   67.6  | 292.36 |  40.20 |
 15:26: 1  |  735 |   67.6  | 292.39 |  22.53 |
 15:26: 6  |  740 |   67.6  | 292.39 |  40.15 |
 15:26:11  |  745 |   67.7  | 292.32 |  40.15 |
 15:26:16  |  750 |   67.7  | 292.26 |  40.14 |
 15:26:21  |  755 |   67.7  | 292.25 |  40.09 |
 15:26:26  |  760 |   67.7  | 292.25 |  40.07 |
 15:26:31  |  765 |   67.7  | 292.28 |  40.04 |
 15:26:36  |  770 |   67.8  | 292.18 |  40.03 |
 15:26:41  |  775 |   67.8  | 292.16 |  39.99 |
 15:26:46  |  780 |   67.9  | 292.08 |  40.02 |
 15:26:51  |  785 |   67.9  | 292.14 |  39.88 |
 15:26:56  |  790 |   67.9  | 292.07 |  39.87 |
 15:27: 1  |  795 |   67.9  | 292.14 |  39.86 |
 15:27: 6  |  800 |   67.9  | 292.10 |  39.91 |
 15:27:11  |  805 |   67.9  | 292.07 |  39.81 |
 15:27:16  |  810 |   67.9  | 292.08 |  39.82 |
 15:27:21  |  815 |   67.9  | 292.05 |  39.78 |
 15:27:26  |  820 |   67.9  | 292.10 |  23.30 |
 15:27:31  |  825 |   67.9  | 292.09 |  39.66 |
 15:27:36  |  830 |   67.9  | 292.08 |  39.77 |
 15:27:41  |  835 |   67.9  | 292.08 |  39.73 |
 15:27:46  |  840 |   67.9  | 292.05 |  39.68 |
 15:27:51  |  845 |   68.0  | 291.98 |  39.67 |
 15:27:56  |  850 |   68.1  | 291.88 |  39.61 |
 15:28: 1  |  855 |   68.2  | 291.80 |  39.57 |
 15:28: 6  |  860 |   68.2  | 291.79 |  39.53 |
 15:28:11  |  865 |   68.3  | 291.72 |  39.53 |
 15:28:16  |  870 |   68.2  | 291.76 |  39.61 |
 15:28:21  |  875 |   68.3  | 291.69 |  39.53 |
 15:28:26  |  880 |   68.2  | 291.75 |  39.44 |
 15:28:31  |  885 |   68.3  | 291.67 |  39.43 |
 15:28:36  |  890 |   68.2  | 291.79 |  39.41 |
 15:28:41  |  895 |   68.3  | 291.71 |  21.76 |
 15:28:46  |  900 |   68.2  | 291.78 |  39.34 |
 15:28:51  |  905 |   68.3  | 291.67 |  39.35 |
 15:28:56  |  910 |   68.3  | 291.71 |  39.38 |
 15:29: 1  |  915 |   68.3  | 291.65 |  39.36 |
 15:29: 6  |  920 |   68.3  | 291.70 |  39.29 |
 15:29:11  |  925 |   68.3  | 291.65 |  39.29 |
 15:29:16  |  930 |   68.3  | 291.68 |  39.26 |
 15:29:21  |  935 |   68.3  | 291.65 |  39.27 |
 15:29:26  |  940 |   68.3  | 291.67 |  39.22 |
 15:29:31  |  945 |   68.4  | 291.62 |  39.19 |
 15:29:36  |  950 |   68.2  | 291.75 |  39.11 |
 15:29:41  |  955 |   68.3  | 291.70 |  39.10 |
 15:29:46  |  960 |   68.3  | 291.69 |  39.14 |
 15:29:51  |  965 |   68.2  | 291.77 |  39.06 |
 15:29:56  |  970 |   68.2  | 291.78 |  39.03 |
 15:30: 1  |  975 |   68.3  | 291.72 |  39.01 |
 15:30: 6  |  980 |   68.3  | 291.70 |  38.97 |
 15:30:11  |  985 |   68.3  | 291.69 |  38.97 |
 15:30:16  |  990 |   68.2  | 291.79 |  38.95 |
 15:30:21  |  995 |   68.3  | 291.73 |  38.86 |
 15:30:26  | 1000 |   68.3  | 291.68 |  38.88 |
 15:30:31  | 1005 |   68.3  | 291.68 |  38.80 |
 15:30:36  | 1010 |   68.3  | 291.67 |  38.79 |
 15:30:41  | 1015 |   68.3  | 291.68 |  38.83 |
 15:30:46  | 1020 |   68.4  | 291.59 |  38.76 |
 15:30:51  | 1025 |   68.3  | 291.68 |  38.70 |
 15:30:56  | 1030 |   68.3  | 291.65 |  38.76 |
 15:31: 1  | 1035 |   68.3  | 291.69 |  22.53 |
 15:31: 6  | 1040 |   68.4  | 291.63 |  38.69 |
 15:31:11  | 1045 |   68.4  | 291.64 |  38.63 |
 15:31:16  | 1050 |   68.3  | 291.67 |  38.64 |
 15:31:21  | 1055 |   68.3  | 291.65 |  38.62 |
 15:31:26  | 1060 |   68.4  | 291.62 |  38.58 |
 15:31:31  | 1065 |   68.3  | 291.68 |  38.59 |
 15:31:36  | 1070 |   68.3  | 291.69 |  38.57 |
 15:31:41  | 1075 |   68.4  | 291.60 |  38.55 |
 15:31:46  | 1080 |   68.5  | 291.54 |  38.49 |
 15:31:51  | 1085 |   68.4  | 291.63 |  38.46 |
 15:31:56  | 1090 |   68.3  | 291.65 |  38.47 |
 15:32: 1  | 1095 |   68.2  | 291.80 |  38.45 |
 15:32: 6  | 1100 |   68.3  | 291.68 |  38.39 |
 15:32:11  | 1105 |   68.3  | 291.68 |  38.40 |
 15:32:16  | 1110 |   68.4  | 291.55 |  38.32 |
 15:32:21  | 1115 |   68.3  | 291.72 |  38.29 |
 15:32:26  | 1120 |   68.4  | 291.58 |  38.28 |
 15:32:31  | 1125 |   68.4  | 291.57 |  38.25 |
 15:32:36  | 1130 |   68.4  | 291.61 |  38.20 |
 15:32:41  | 1135 |   68.4  | 291.59 |  38.15 |
 15:32:46  | 1140 |   68.4  | 291.63 |  38.12 |
 15:32:51  | 1145 |   68.4  | 291.63 |  38.13 |
 15:32:56  | 1150 |   68.5  | 291.51 |  38.17 |
 15:33: 1  | 1155 |   68.6  | 291.44 |  38.16 |
 15:33: 6  | 1160 |   68.7  | 291.34 |  38.26 |
 15:33:11  | 1165 |   68.7  | 291.27 |  38.29 |
 15:33:16  | 1170 |   68.8  | 291.19 |  38.48 |
 15:33:21  | 1175 |   68.8  | 291.17 |  38.58 |
 15:33:26  | 1180 |   68.8  | 291.16 |  38.61 |
 15:33:31  | 1185 |   68.8  | 291.19 |  38.78 |
 15:33:36  | 1190 |   68.8  | 291.20 |  38.87 |
 15:33:41  | 1195 |   68.8  | 291.24 |  38.86 |
 15:33:46  | 1200 |   68.7  | 291.27 |  38.99 |
 15:33:51  | 1205 |   68.7  | 291.31 |  39.01 |
 15:33:56  | 1210 |   68.7  | 291.33 |  39.08 |
 15:34: 1  | 1215 |   68.7  | 291.33 | 217.13 |
 15:34: 6  | 1220 |   68.6  | 291.41 |  39.21 |
 15:34:11  | 1225 |   68.5  | 291.46 |  39.22 |
 15:34:16  | 1230 |   68.5  | 291.50 |  39.24 |
 15:34:21  | 1235 |   68.5  | 291.51 |  39.26 |
 15:34:26  | 1240 |   68.5  | 291.53 |  39.38 |
 15:34:31  | 1245 |   68.4  | 291.56 |  39.47 |
 15:34:36  | 1250 |   68.4  | 291.56 |  39.50 |
 15:34:41  | 1255 |   68.4  | 291.55 |  39.45 |
 15:34:46  | 1260 |   68.4  | 291.60 |  39.56 |
 15:34:51  | 1265 |   68.4  | 291.58 |  39.64 |
 15:34:56  | 1270 |   68.4  | 291.60 |  39.58 |
 15:35: 1  | 1275 |   68.3  | 291.65 |  39.58 |
 15:35: 6  | 1280 |   68.3  | 291.68 |  39.66 |
 15:35:11  | 1285 |   68.3  | 291.69 |  39.67 |
 15:35:16  | 1290 |   68.3  | 291.74 |  39.70 |
 15:35:21  | 1295 |   68.2  | 291.76 |  39.76 |
 15:35:26  | 1300 |   68.2  | 291.75 |  39.79 |
 15:35:31  | 1305 |   68.2  | 291.77 |  39.70 |
 15:35:36  | 1310 |   68.2  | 291.78 |  39.81 |
 15:35:41  | 1315 |   68.3  | 291.74 |  39.74 |
 15:35:46  | 1320 |   68.2  | 291.81 |  39.80 |
 15:35:51  | 1325 |   68.2  | 291.84 |  39.81 |
 15:35:56  | 1330 |   68.1  | 291.87 |  39.86 |
 15:36: 1  | 1335 |   68.1  | 291.87 |  39.82 |
 15:36: 6  | 1340 |   68.1  | 291.92 |  39.90 |
 15:36:11  | 1345 |   68.1  | 291.90 |  39.95 |
 15:36:16  | 1350 |   68.1  | 291.89 |  39.96 |
 15:36:21  | 1355 |   68.1  | 291.90 |  39.92 |
 15:36:26  | 1360 |   68.1  | 291.90 |  39.87 |
 15:36:31  | 1365 |   68.1  | 291.90 |  39.92 |
 15:36:36  | 1370 |   68.1  | 291.90 |  39.98 |
 15:36:41  | 1375 |   68.0  | 291.96 |  39.93 |
 15:36:46  | 1380 |   68.1  | 291.94 |  39.96 |
 15:36:51  | 1385 |   68.1  | 291.94 |  40.00 |
 15:36:56  | 1390 |   68.0  | 291.96 |  39.94 |
 15:37: 1  | 1395 |   68.0  | 291.96 |  40.03 |
 15:37: 6  | 1400 |   68.1  | 291.90 |  39.95 |
 15:37:11  | 1405 |   68.1  | 291.85 |  39.96 |
 15:37:16  | 1410 |   68.1  | 291.87 |  39.98 |
 15:37:21  | 1415 |   68.1  | 291.85 |  40.00 |
 15:37:26  | 1420 |   68.1  | 291.87 |  39.97 |
 15:37:31  | 1425 |   68.1  | 291.85 |  39.97 |
 15:37:36  | 1430 |   68.2  | 291.83 |  40.02 |
 15:37:41  | 1435 |   68.1  | 291.86 |  40.01 |
 15:37:46  | 1440 |   68.1  | 291.87 |  39.95 |
 15:37:51  | 1445 |   68.1  | 291.91 |  40.02 |
 15:37:56  | 1450 |   68.1  | 291.91 |  40.01 |
 15:38: 1  | 1455 |   68.1  | 291.94 |  40.04 |
 15:38: 6  | 1460 |   68.0  | 291.95 |  40.06 |
 15:38:11  | 1465 |   68.0  | 291.96 |  40.04 |
 15:38:16  | 1470 |   68.1  | 291.93 |  40.05 |
 15:38:21  | 1475 |   68.1  | 291.92 |  40.11 |
 15:38:26  | 1480 |   68.0  | 291.95 |  40.02 |
 15:38:31  | 1485 |   68.1  | 291.91 |  40.03 |
 15:38:36  | 1490 |   68.1  | 291.88 |  39.96 |
 15:38:41  | 1495 |   68.1  | 291.86 |  40.03 |
 15:38:46  | 1500 |   68.2  | 291.79 |  39.94 |
 15:38:51  | 1505 |   68.3  | 291.72 |  39.98 |
 15:38:56  | 1510 |   68.3  | 291.67 |  40.03 |
 15:39: 1  | 1515 |   68.4  | 291.63 |  39.92 |
 15:39: 6  | 1520 |   68.4  | 291.63 |  40.02 |
 15:39:11  | 1525 |   68.4  | 291.59 |  39.90 |
 15:39:16  | 1530 |   68.4  | 291.59 |  39.92 |
 15:39:21  | 1535 |   68.4  | 291.60 |  39.93 |
 15:39:26  | 1540 |   68.4  | 291.61 |  39.95 |
 15:39:31  | 1545 |   68.4  | 291.56 |  39.94 |
 15:39:36  | 1550 |   68.4  | 291.55 |  39.88 |
 15:39:41  | 1555 |   68.5  | 291.54 |  39.87 |
 15:39:46  | 1560 |   68.5  | 291.51 |  39.91 |
 15:39:51  | 1565 |   68.5  | 291.51 |  39.83 |
 15:39:56  | 1570 |   68.5  | 291.48 |  39.89 |
 15:40: 1  | 1575 |   68.5  | 291.53 |  39.87 |
 15:40: 6  | 1580 |   68.5  | 291.49 |  39.81 |
 15:40:11  | 1585 |   68.5  | 291.53 |  39.84 |
 15:40:16  | 1590 |   68.5  | 291.53 |  39.82 |
 15:40:21  | 1595 |   68.5  | 291.47 |  39.77 |
 15:40:26  | 1600 |   68.5  | 291.45 |  39.77 |
 15:40:31  | 1605 |   68.6  | 291.40 |  39.75 |
 15:40:36  | 1610 |   68.6  | 291.40 |  39.73 |
 15:40:41  | 1615 |   68.6  | 291.37 |  39.73 |
 15:40:46  | 1620 |   68.6  | 291.35 | 201.11 |
 15:40:51  | 1625 |   68.6  | 291.36 |  39.72 |
 15:40:56  | 1630 |   68.7  | 291.32 |  39.79 |
 15:41: 1  | 1635 |   68.6  | 291.35 |  39.73 |
 15:41: 6  | 1640 |   68.7  | 291.32 |  21.00 |
 15:41:11  | 1645 |   68.7  | 291.32 |  39.71 |
 15:41:16  | 1650 |   68.7  | 291.27 |  39.70 |
 15:41:21  | 1655 |   68.7  | 291.26 |  39.67 |
 15:41:26  | 1660 |   68.8  | 291.20 |  39.64 |
 15:41:31  | 1665 |   68.8  | 291.19 |  39.64 |
 15:41:36  | 1670 |   68.8  | 291.16 |  39.56 |
 15:41:41  | 1675 |   68.8  | 291.15 |  39.54 |
 15:41:46  | 1680 |   68.9  | 291.10 |  39.58 |
 15:41:51  | 1685 |   68.9  | 291.07 |  39.56 |
 15:41:56  | 1690 |   69.0  | 291.02 |  39.58 |
 15:42: 1  | 1695 |   69.0  | 291.01 |  39.54 |
 15:42: 6  | 1700 |   69.0  | 291.01 |  39.59 |
 15:42:11  | 1705 |   69.0  | 291.03 |  39.50 |
 15:42:16  | 1710 |   69.0  | 291.00 |  39.53 |
 15:42:21  | 1715 |   69.0  | 291.00 |  39.48 |
 15:42:26  | 1720 |   69.0  | 290.98 |  39.43 |
 15:42:31  | 1725 |   69.0  | 290.98 |  39.40 |
 15:42:36  | 1730 |   69.0  | 290.97 |  39.44 |
 15:42:41  | 1735 |   69.0  | 290.96 |  39.47 |
 15:42:46  | 1740 |   69.1  | 290.94 |  39.41 |
 15:42:51  | 1745 |   69.1  | 290.89 |  39.44 |
 15:42:56  | 1750 |   69.1  | 290.85 |  39.34 |
 15:43: 1  | 1755 |   69.2  | 290.82 |  39.30 |
 15:43: 6  | 1760 |   69.2  | 290.78 |  39.36 |
 15:43:11  | 1765 |   69.2  | 290.76 | 216.52 |
 15:43:16  | 1770 |   69.3  | 290.72 |  39.30 |
 15:43:21  | 1775 |   69.2  | 290.75 |  21.00 |
 15:43:26  | 1780 |   69.3  | 290.74 |  39.22 |
 15:43:31  | 1785 |   69.3  | 290.71 |  51.40 |
 15:43:36  | 1790 |   69.3  | 290.72 |  39.23 |
 15:43:41  | 1795 |   69.4  | 290.62 |  39.22 |
 15:43:46  | 1800 |   69.4  | 290.58 |  39.23 |
 15:43:51  | 1805 |   69.4  | 290.56 |  39.16 |
 15:43:56  | 1810 |   69.4  | 290.57 |  39.17 |
 15:44: 1  | 1815 |   69.4  | 290.56 |  39.24 |
 15:44: 6  | 1820 |   69.4  | 290.57 |  39.10 |
 15:44:11  | 1825 |   69.4  | 290.55 |  39.10 |
 15:44:16  | 1830 |   69.5  | 290.51 |  39.06 |
 15:44:21  | 1835 |   69.5  | 290.47 |  38.98 |
 15:44:26  | 1840 |   69.6  | 290.41 |  39.06 |
 15:44:31  | 1845 |   69.6  | 290.40 |  39.00 |
 15:44:36  | 1850 |   69.6  | 290.42 |  39.05 |
 15:44:41  | 1855 |   69.6  | 290.40 |  38.99 |
 15:44:46  | 1860 |   69.6  | 290.40 |  38.99 |
 15:44:51  | 1865 |   69.6  | 290.36 |  38.96 |
 15:44:56  | 1870 |   69.7  | 290.34 |  38.97 |
 15:45: 1  | 1875 |   69.6  | 290.36 |  38.94 |
 15:45: 6  | 1880 |   69.7  | 290.33 |  38.97 |
 15:45:11  | 1885 |   69.7  | 290.31 |  38.95 |
 15:45:16  | 1890 |   69.7  | 290.29 |  38.92 |
 15:45:21  | 1895 |   69.7  | 290.28 |  38.85 |
 15:45:26  | 1900 |   69.7  | 290.25 | 217.29 |
 15:45:31  | 1905 |   69.8  | 290.23 |  38.76 |
 15:45:36  | 1910 |   69.8  | 290.23 |  38.85 |
 15:45:41  | 1915 |   69.8  | 290.23 |  38.78 |
 15:45:46  | 1920 |   69.8  | 290.20 |  38.84 |
 15:45:51  | 1925 |   69.8  | 290.20 |  38.83 |
 15:45:56  | 1930 |   69.8  | 290.21 |  38.79 |
 15:46: 1  | 1935 |   69.8  | 290.20 |  38.77 |
 15:46: 6  | 1940 |   69.8  | 290.23 |  38.77 |
 15:46:11  | 1945 |   69.8  | 290.20 |  38.79 |
 15:46:16  | 1950 |   69.8  | 290.23 |  38.74 |
 15:46:21  | 1955 |   69.8  | 290.23 |  38.66 |
 15:46:26  | 1960 |   69.8  | 290.23 |  38.71 |
 15:46:31  | 1965 |   69.8  | 290.16 |  38.67 |
 15:46:36  | 1970 |   69.8  | 290.17 |  38.69 |
 15:46:41  | 1975 |   69.8  | 290.18 |  38.64 |
 15:46:46  | 1980 |   69.8  | 290.16 |  38.66 |
 15:46:51  | 1985 |   69.9  | 290.14 |  38.62 |
 15:46:56  | 1990 |   69.9  | 290.11 |  38.59 |
 15:47: 1  | 1995 |   69.9  | 290.05 |  38.59 |
 15:47: 6  | 2000 |   70.0  | 290.01 |  38.53 |
 15:47:11  | 2005 |   70.0  | 289.96 |  38.62 |
 15:47:16  | 2010 |   70.1  | 289.92 |  38.56 |
 15:47:21  | 2015 |   70.1  | 289.87 |  38.55 |
 15:47:26  | 2020 |   70.1  | 289.89 |  38.56 |
 15:47:31  | 2025 |   70.1  | 289.89 | 217.29 |
 15:47:36  | 2030 |   70.1  | 289.89 |  38.53 |
 15:47:41  | 2035 |   70.1  | 289.93 |  38.54 |
 15:47:46  | 2040 |   70.1  | 289.92 |  38.55 |
 15:47:51  | 2045 |   70.1  | 289.89 |  38.50 |
 15:47:56  | 2050 |   70.2  | 289.83 |  38.47 |
 15:48: 1  | 2055 |   70.2  | 289.84 |  38.43 |
 15:48: 6  | 2060 |   70.1  | 289.87 |  38.48 |
 15:48:11  | 2065 |   70.1  | 289.86 |  38.50 |
 15:48:16  | 2070 |   70.2  | 289.78 |  38.41 |
 15:48:21  | 2075 |   70.3  | 289.74 |  38.37 |
 15:48:26  | 2080 |   70.2  | 289.81 |  38.45 |
 15:48:31  | 2085 |   70.2  | 289.77 |  38.42 |
 15:48:36  | 2090 |   70.2  | 289.77 |  38.44 |
 15:48:41  | 2095 |   70.2  | 289.77 |  38.38 |
 15:48:46  | 2100 |   70.2  | 289.76 |  38.35 |
 15:48:51  | 2105 |   70.3  | 289.74 |  38.36 |
 15:48:56  | 2110 |   70.2  | 289.76 |  38.31 |
 15:49: 1  | 2115 |   70.2  | 289.78 |  38.35 |
 15:49: 6  | 2120 |   70.2  | 289.82 |  38.32 |
 15:49:11  | 2125 |   70.2  | 289.78 |  38.23 |
 15:49:16  | 2130 |   70.2  | 289.78 |  38.21 |
 15:49:21  | 2135 |   70.2  | 289.77 |  38.26 |
 15:49:26  | 2140 |   70.3  | 289.71 |  38.33 |
 15:49:31  | 2145 |   70.3  | 289.71 |  38.25 |
 15:49:36  | 2150 |   70.3  | 289.68 |  38.20 |
 15:49:41  | 2155 |   70.3  | 289.67 |  38.16 |
 15:49:46  | 2160 |   70.3  | 289.67 |  38.16 |
 15:49:51  | 2165 |   70.3  | 289.68 |  38.14 |
 15:49:56  | 2170 |   70.4  | 289.63 |  38.16 |
 15:50: 1  | 2175 |   70.4  | 289.56 |  38.14 |
 15:50: 6  | 2180 |   70.5  | 289.52 |  38.16 |
 15:50:11  | 2185 |   70.5  | 289.53 |  38.12 |
 15:50:16  | 2190 |   70.5  | 289.52 |  38.10 |
 15:50:21  | 2195 |   70.5  | 289.49 | 193.78 |
