 Time | Bryan raw |  Bryan |  Temp  |
  81 |   81.6  | 278.35 |  37.47 |
  82 |   81.7  | 278.32 |  37.34 |
  83 |   81.7  | 278.27 |  37.20 |
  84 |   81.8  | 278.21 |  37.14 |
  85 |   81.8  | 278.17 |  37.13 |
  86 |   81.8  | 278.17 |  37.13 |
  87 |   81.8  | 278.19 |  37.18 |
  88 |   81.8  | 278.16 |  37.16 |
  89 |   81.9  | 278.12 |  37.12 |
  90 |   81.9  | 278.08 |  37.00 |
  91 |   82.0  | 278.02 |  36.97 |
  92 |   82.1  | 277.93 |  36.91 |
  93 |   82.1  | 277.91 |  36.97 |
  94 |   82.1  | 277.90 |  36.94 |
  95 |   82.2  | 277.84 |  36.87 |
  96 |   82.2  | 277.76 |  36.75 |
  97 |   82.2  | 277.75 |  36.76 |
  98 |   82.4  | 277.63 |  36.75 |
  99 |   82.4  | 277.56 |  36.75 |
 100 |   82.5  | 277.54 |  36.72 |
 101 |   82.5  | 277.50 |  36.63 |
 102 |   82.6  | 277.40 |  36.54 |
 103 |   82.7  | 277.31 |  36.50 |
 104 |   82.7  | 277.29 |  36.43 |
 105 |   82.8  | 277.23 |  36.41 |
 106 |   82.8  | 277.19 |  36.31 |
 107 |   82.8  | 277.15 |  36.29 |
 108 |   82.4  | 277.59 |  36.20 |
 109 |   80.4  | 279.58 |  36.24 |
 110 |   78.6  | 281.44 |  69.72 |
 111 |   76.7  | 283.33 |  36.27 |
 112 |   74.9  | 285.11 |  36.20 |
 113 |   74.5  | 285.46 |  36.17 |
 114 |   75.0  | 284.97 |  36.16 |
 115 |   75.5  | 284.52 |  36.21 |
 116 |   75.9  | 284.12 |  36.16 |
 117 |   76.3  | 283.74 |  36.11 |
 118 |   76.7  | 283.33 |  36.00 |
 119 |   77.0  | 282.97 |  36.03 |
 120 |   77.4  | 282.60 |  35.95 |
 121 |   77.7  | 282.26 |  35.78 |
 122 |   78.1  | 281.90 |  35.73 |
 123 |   78.4  | 281.58 |  35.73 |
 124 |   78.7  | 281.30 |  35.71 |
 125 |   79.0  | 281.03 |  35.71 |
 126 |   79.2  | 280.77 |  35.70 |
 127 |   79.5  | 280.51 |  35.54 |
 128 |   79.8  | 280.21 |  35.47 |
 129 |   80.0  | 279.95 |  35.52 |
 130 |   80.2  | 279.77 |  35.56 |
 131 |   80.4  | 279.57 |  35.47 |
 132 |   80.6  | 279.39 |  35.41 |
 133 |   80.8  | 279.19 |  35.38 |
 134 |   81.0  | 279.02 |  35.33 |
 135 |   81.2  | 278.82 |  35.37 |
 136 |   81.4  | 278.62 |  35.28 |
 137 |   81.5  | 278.49 |  35.23 |
 138 |   81.6  | 278.37 |  35.13 |
 139 |   81.8  | 278.24 |  35.17 |
 140 |   81.9  | 278.12 |  35.15 |
 141 |   82.0  | 277.97 |  35.10 |
 142 |   82.2  | 277.80 |  35.09 |
 143 |   82.3  | 277.68 |  35.07 |
 144 |   82.4  | 277.61 |  34.98 |
 145 |   82.5  | 277.49 |  34.95 |
 146 |   82.6  | 277.37 |  34.86 |
 147 |   82.7  | 277.26 |  34.90 |
 148 |   82.8  | 277.17 |  34.98 |
 149 |   83.0  | 277.01 |  34.90 |
 150 |   83.1  | 276.90 |  34.82 |
 151 |   83.1  | 276.88 |  34.74 |
 152 |   83.2  | 276.76 |  34.77 |
 153 |   83.3  | 276.66 |  34.70 |
 154 |   83.4  | 276.58 |  34.69 |
 155 |   83.5  | 276.52 |  34.74 |
 156 |   83.6  | 276.37 |  34.60 |
 157 |   83.7  | 276.31 |  34.59 |
 158 |   83.7  | 276.29 |  34.57 |
 159 |   83.8  | 276.21 |  34.56 |
 160 |   83.9  | 276.11 |  34.48 |
 161 |   84.0  | 275.99 |  34.42 |
 162 |   84.1  | 275.89 |  34.42 |
 163 |   84.1  | 275.87 |  34.45 |
 164 |   84.2  | 275.82 |  34.41 |
 165 |   84.2  | 275.77 |  34.35 |
 166 |   84.3  | 275.74 |  34.34 |
 167 |   84.3  | 275.68 |  34.34 |
 168 |   84.4  | 275.60 |  34.36 |
 169 |   84.5  | 275.54 |  34.30 |
 170 |   84.5  | 275.48 |  34.31 |
 171 |   84.6  | 275.43 |  34.27 |
 172 |   84.6  | 275.36 |  34.21 |
 173 |   84.7  | 275.28 |  34.16 |
 174 |   84.8  | 275.18 |  34.09 |
 175 |   84.9  | 275.08 |  34.09 |
 176 |   85.0  | 275.02 |  34.06 |
 177 |   85.0  | 274.98 |  21.00 |
 178 |   85.1  | 274.91 |  33.93 |
 179 |   85.1  | 274.85 |  33.88 |
 180 |   85.2  | 274.82 |  33.86 |
 181 |   85.2  | 274.83 |  33.87 |
 182 |   85.2  | 274.83 |  33.82 |
 183 |   85.2  | 274.81 |  33.74 |
 184 |   85.2  | 274.77 |  33.78 |
 185 |   85.3  | 274.70 |  33.77 |
 186 |   85.3  | 274.68 |  33.76 |
 187 |   85.4  | 274.64 |  33.76 |
 188 |   85.4  | 274.61 |  33.73 |
 189 |   85.5  | 274.54 |  21.00 |
 190 |   85.4  | 274.55 |  33.74 |
 191 |   85.4  | 274.55 |  33.62 |
 192 |   85.5  | 274.53 |  33.47 |
 193 |   85.6  | 274.44 |  33.46 |
 194 |   85.6  | 274.38 |  33.45 |
 195 |   85.7  | 274.31 |  33.49 |
 196 |   85.7  | 274.26 |  33.39 |
 197 |   85.7  | 274.30 |  33.39 |
 198 |   85.7  | 274.27 |  33.38 |
 199 |   85.8  | 274.21 |  33.33 |
 200 |   85.8  | 274.15 |  69.88 |
 201 |   85.9  | 274.13 |  33.36 |
 202 |   85.9  | 274.07 |  33.32 |
 203 |   86.0  | 274.02 |  33.24 |
 204 |   86.1  | 273.93 |  33.18 |
 205 |   86.1  | 273.86 |  33.17 |
 206 |   86.1  | 273.85 |  33.15 |
 207 |   86.2  | 273.84 |  33.20 |
 208 |   86.2  | 273.83 |  33.17 |
 209 |   86.2  | 273.76 |  33.18 |
 210 |   86.3  | 273.69 |  33.18 |
 211 |   86.3  | 273.67 |  33.14 |
 212 |   86.4  | 273.64 |  33.07 |
 213 |   86.4  | 273.62 |  32.98 |
 214 |   86.4  | 273.60 |  32.96 |
 215 |   86.1  | 273.93 |  21.00 |
 216 |   86.1  | 273.85 |  21.00 |
 217 |   85.8  | 274.16 |  21.00 |
 218 |   85.9  | 274.08 |  32.88 |
 219 |   85.9  | 274.06 |  32.88 |
 220 |   86.0  | 274.02 |  32.84 |
 221 |   86.0  | 273.96 |  32.87 |
 222 |   86.1  | 273.90 |  32.85 |
 223 |   86.2  | 273.80 |  32.82 |
 224 |   86.3  | 273.74 |  32.78 |
 225 |   86.4  | 273.64 |  32.78 |
 226 |   86.4  | 273.61 |  32.78 |
 227 |   86.4  | 273.59 |  32.78 |
 228 |   86.4  | 273.57 |  32.74 |
 229 |   86.5  | 273.51 |  32.71 |
 230 |   86.6  | 273.43 |  32.67 |
 231 |   86.6  | 273.37 |  32.62 |
 232 |   86.7  | 273.31 |  32.65 |
 233 |   86.7  | 273.30 |  32.56 |
 234 |   86.7  | 273.27 |  32.49 |
 235 |   86.8  | 273.21 |  32.46 |
 236 |   86.9  | 273.13 |  32.38 |
 237 |   86.9  | 273.09 |  32.39 |
 238 |   87.0  | 273.01 |  32.31 |
 239 |   87.0  | 272.98 |  32.31 |
 240 |   87.0  | 273.00 |  32.34 |
 241 |   86.9  | 273.05 |  32.34 |
 242 |   87.0  | 273.04 |  32.33 |
 243 |   87.0  | 272.97 |  21.00 |
 244 |   87.0  | 272.95 |  32.27 |
 245 |   87.1  | 272.94 |  32.18 |
 246 |   87.1  | 272.90 |  32.22 |
 247 |   87.1  | 272.88 |  32.18 |
 248 |   87.1  | 272.87 |  32.16 |
 249 |   87.2  | 272.82 |  32.06 |
 250 |   87.2  | 272.78 |  32.13 |
 251 |   87.2  | 272.80 |  32.09 |
 252 |   87.2  | 272.77 |  70.04 |
 253 |   87.3  | 272.70 |  32.09 |
 254 |   87.3  | 272.70 |  32.01 |
 255 |   87.3  | 272.66 |  32.02 |
 256 |   87.4  | 272.62 |  31.94 |
 257 |   87.4  | 272.59 |  32.02 |
 258 |   87.4  | 272.58 |  31.99 |
 259 |   87.5  | 272.53 |  31.91 |
 260 |   87.5  | 272.50 |  31.78 |
 261 |   87.5  | 272.54 |  31.80 |
 262 |   87.5  | 272.53 |  31.83 |
 263 |   87.5  | 272.50 |  31.79 |
 264 |   87.5  | 272.46 |  31.76 |
 265 |   87.6  | 272.38 |  31.69 |
 266 |   87.6  | 272.35 |  31.67 |
 267 |   87.7  | 272.32 |  31.73 |
 268 |   87.7  | 272.33 |  31.68 |
 269 |   87.6  | 272.37 |  31.70 |
 270 |   87.6  | 272.35 |  31.61 |
 271 |   87.7  | 272.33 |  31.65 |
 272 |   87.7  | 272.28 |  31.64 |
 273 |   87.7  | 272.26 |  31.62 |
 274 |   87.7  | 272.29 |  31.61 |
 275 |   87.7  | 272.27 |  31.59 |
 276 |   87.7  | 272.26 |  31.58 |
 277 |   87.8  | 272.23 |  31.57 |
 278 |   87.8  | 272.19 |  31.51 |
 279 |   87.8  | 272.16 |  31.52 |
 280 |   87.9  | 272.12 |  31.48 |
 281 |   87.9  | 272.11 |  31.38 |
 282 |   87.9  | 272.08 |  31.39 |
 283 |   88.0  | 272.04 |  31.39 |
 284 |   88.0  | 271.99 |  31.45 |
 285 |   88.1  | 271.93 |  31.35 |
 286 |   88.1  | 271.93 |  31.32 |
 287 |   88.1  | 271.93 |  31.31 |
 288 |   88.1  | 271.87 |  31.27 |
 289 |   88.1  | 271.85 |  31.27 |
 290 |   88.2  | 271.81 |  31.31 |
 291 |   88.2  | 271.83 |  31.34 |
 292 |   88.2  | 271.80 |  31.29 |
 293 |   88.2  | 271.77 |  70.06 |
 294 |   88.2  | 271.76 |  31.23 |
 295 |   88.3  | 271.74 |  31.26 |
 296 |   88.3  | 271.73 |  31.14 |
 297 |   88.3  | 271.70 |  31.12 |
 298 |   88.4  | 271.64 |  31.13 |
 299 |   88.4  | 271.60 |  31.14 |
 300 |   88.4  | 271.57 |  31.17 |
 301 |   88.4  | 271.58 |  31.14 |
 302 |   88.4  | 271.59 |  31.11 |
 303 |   88.4  | 271.58 |  30.95 |
 304 |   88.4  | 271.57 |  70.04 |
 305 |   88.4  | 271.58 |  30.92 |
 306 |   88.4  | 271.59 |  30.92 |
 307 |   88.4  | 271.56 |  30.95 |
 308 |   88.5  | 271.54 |  30.94 |
 309 |   88.5  | 271.48 |  30.89 |
 310 |   88.5  | 271.47 |  30.93 |
 311 |   88.5  | 271.49 |  30.94 |
 312 |   88.5  | 271.45 |  30.93 |
 313 |   88.5  | 271.45 |  30.89 |
 314 |   88.6  | 271.42 |  30.91 |
 315 |   88.6  | 271.40 |  70.00 |
 316 |   88.6  | 271.37 |  30.83 |
 317 |   88.6  | 271.35 |  30.82 |
 318 |   88.7  | 271.32 |  30.81 |
 319 |   88.7  | 271.32 |  30.83 |
 320 |   88.6  | 271.35 |  30.79 |
 321 |   88.6  | 271.35 |  30.77 |
 322 |   88.6  | 271.37 |  30.79 |
 323 |   88.6  | 271.37 |  30.73 |
 324 |   88.7  | 271.34 |  30.67 |
 325 |   88.7  | 271.31 |  30.59 |
 326 |   88.7  | 271.32 |  30.61 |
 327 |   88.7  | 271.34 |  30.57 |
 328 |   88.7  | 271.31 |  69.94 |
 329 |   88.7  | 271.32 |  30.62 |
 330 |   88.7  | 271.33 |  30.53 |
 331 |   88.7  | 271.27 |  30.56 |
 332 |   88.8  | 271.23 |  30.55 |
 333 |   88.8  | 271.19 |  30.49 |
 334 |   88.8  | 271.18 |  30.52 |
 335 |   88.8  | 271.19 |  30.45 |
 336 |   88.9  | 271.14 |  30.41 |
 337 |   88.9  | 271.11 |  30.39 |
 338 |   88.9  | 271.10 |  30.41 |
 339 |   88.9  | 271.12 |  30.47 |
 340 |   88.9  | 271.12 |  30.39 |
 341 |   88.9  | 271.13 |  30.48 |
 342 |   88.8  | 271.16 | 217.29 |
 343 |   88.8  | 271.17 |  30.45 |
 344 |   88.8  | 271.15 |  30.41 |
 345 |   88.9  | 271.13 |  30.30 |
 346 |   88.9  | 271.14 |  30.25 |
 347 |   88.9  | 271.12 |  30.25 |
 348 |   88.9  | 271.08 |  30.28 |
 349 |   88.9  | 271.05 |  30.20 |
 350 |   89.0  | 271.03 |  30.27 |
 351 |   89.0  | 271.00 |  30.30 |
 352 |   89.0  | 271.00 |  30.25 |
 353 |   89.0  | 270.99 |  30.24 |
 354 |   89.0  | 270.96 |  30.23 |
 355 |   89.1  | 270.92 |  30.22 |
 356 |   89.1  | 270.90 |  30.20 |
 357 |   89.1  | 270.91 |  30.12 |
 358 |   89.1  | 270.91 |  30.16 |
 359 |   89.1  | 270.90 |  30.14 |
 360 |   89.1  | 270.89 |  30.16 |
 361 |   89.2  | 270.83 |  30.09 |
 362 |   89.2  | 270.82 |  30.07 |
 363 |   89.2  | 270.83 |  30.06 |
 364 |   89.2  | 270.83 |  30.11 |
 365 |   89.2  | 270.81 |  30.14 |
 366 |   89.2  | 270.82 |  30.06 |
 367 |   89.2  | 270.80 |  30.01 |
 368 |   89.2  | 270.77 |  30.05 |
 369 |   89.2  | 270.77 |  29.99 |
 370 |   89.2  | 270.79 |  30.03 |
 371 |   89.2  | 270.79 |  29.98 |
 372 |   89.2  | 270.77 |  29.99 |
 373 |   89.3  | 270.74 | 217.29 |
 374 |   89.2  | 270.75 |  30.00 |
 375 |   89.3  | 270.72 |  29.95 |
 376 |   89.3  | 270.72 |  29.95 |
 377 |   89.3  | 270.71 |  29.87 |
 378 |   89.3  | 270.70 |  29.84 |
 379 |   89.3  | 270.67 |  29.78 |
 380 |   89.4  | 270.64 |  29.78 |
 381 |   89.4  | 270.61 |  29.72 |
 382 |   89.4  | 270.63 |  29.77 |
 383 |   89.3  | 270.65 |  29.75 |
 384 |   89.4  | 270.64 |  29.79 |
 385 |   89.4  | 270.61 |  29.74 |
 386 |   89.4  | 270.57 |  29.81 |
 387 |   89.4  | 270.59 |  29.74 |
 388 |   89.4  | 270.61 |  29.71 |
 389 |   89.4  | 270.58 |  29.71 |
 390 |   89.5  | 270.54 |  29.75 |
 391 |   89.5  | 270.49 |  29.80 |
 392 |   89.5  | 270.45 |  29.70 |
 393 |   89.6  | 270.44 |  29.73 |
 394 |   89.5  | 270.45 |  69.20 |
 395 |   89.5  | 270.48 |  29.77 |
 396 |   89.6  | 270.44 |  29.76 |
 397 |   89.6  | 270.37 | 217.28 |
 398 |   89.6  | 270.38 |  29.71 |
 399 |   89.6  | 270.38 |  29.66 |
 400 |   89.6  | 270.39 | 217.29 |
 401 |   89.6  | 270.38 |  29.68 |
 402 |   89.6  | 270.39 |  29.56 |
 403 |   89.6  | 270.38 |  29.61 |
 404 |   89.7  | 270.31 |  29.56 |
 405 |   89.7  | 270.33 |  29.56 |
 406 |   89.7  | 270.32 |  29.59 |
 407 |   89.7  | 270.28 |  29.60 |
 408 |   89.7  | 270.26 |  29.66 |
 409 |   89.8  | 270.24 |  29.60 |
 410 |   89.7  | 270.26 |  29.57 |
 411 |   89.7  | 270.28 |  29.55 |
 412 |   89.7  | 270.27 |  29.57 |
 413 |   89.7  | 270.25 |  29.51 |
 414 |   89.7  | 270.25 |  29.49 |
 415 |   89.8  | 270.22 |  29.56 |
 416 |   89.7  | 270.26 |  29.49 |
 417 |   89.7  | 270.31 |  29.46 |
 418 |   89.7  | 270.29 |  29.48 |
 419 |   89.7  | 270.27 |  29.48 |
